countrycode,country,city,year,subject,value,unit
IRL,Ireland,Dublin,2012,Unemployment of the metropolitan area as a share of national value (%),33.14,Percentage
IRL,Ireland,Dublin,2012,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2012,Population of the city area (persons),"1,301,401.00",Persons
IRL,Ireland,Dublin,2012,Green area per million people (square meters per million person),20.66,Ratio
IRL,Ireland,Dublin,2012,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2012,Population density of the city area (persons per km2),"1,406.04",Ratio
IRL,Ireland,Dublin,2012,Labour productivity,"132,716.29",US Dollar
IRL,Ireland,Dublin,2013,Total population of the metropolitan area (persons),"1,783,388.00",Persons
IRL,Ireland,Dublin,2013,Population density (persons per km2),374.1,Ratio
IRL,Ireland,Dublin,2013,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,4.8,Micrograms per cubic metre
IRL,Ireland,Dublin,2013,Employment (persons),"732,913.00",Persons
IRL,Ireland,Dublin,2013,Employment of the metropolitan area as a share of national value (%),38.96,Percentage
IRL,Ireland,Dublin,2013,Unemployment (persons),"96,691.00",Persons
IRL,Ireland,Dublin,2013,Unemployment of the metropolitan area as a share of national value (%),34.26,Percentage
IRL,Ireland,Dublin,2013,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2013,Population of the city area (persons),"1,332,615.00",Persons
IRL,Ireland,Dublin,2013,Green area per million people (square meters per million person),20.1,Ratio
IRL,Ireland,Dublin,2013,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2013,Population density of the city area (persons per km2),"1,439.76",Ratio
IRL,Ireland,Dublin,2014,Total population of the metropolitan area (persons),"1,836,119.00",Persons
IRL,Ireland,Dublin,2014,Population density (persons per km2),385.16,Ratio
IRL,Ireland,Dublin,2014,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2014,Employment (persons),"758,122.00",Persons
IRL,Ireland,Dublin,2014,Employment of the metropolitan area as a share of national value (%),39.61,Percentage
IRL,Ireland,Dublin,2014,Unemployment (persons),"84,063.00",Persons
IRL,Ireland,Dublin,2014,Unemployment of the metropolitan area as a share of national value (%),34.61,Percentage
IRL,Ireland,Dublin,2014,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2014,Population of the city area (persons),"1,367,174.00",Persons
IRL,Ireland,Dublin,2014,Green area per million people (square meters per million person),19.52,Ratio
IRL,Ireland,Dublin,2014,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2014,Population density of the city area (persons per km2),"1,477.10",Ratio
FIN,Finland,Helsinki,2008,Total population of the metropolitan area (persons),"1,435,086.00",Persons
FIN,Finland,Helsinki,2008,Population density (persons per km2),225.97,Ratio
FIN,Finland,Helsinki,2008,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2008,GDP (millions US$),"79,381.15",US Dollar
FIN,Finland,Helsinki,2008,GDP of the metropolitan area as a share of national value (%),36.51,Percentage
FIN,Finland,Helsinki,2008,GDP per capita (US$),"55,314.56",US Dollar
FIN,Finland,Helsinki,2008,CO2 emissions per capita  (tonnes per inhabitant),15.78,Tonnes
FIN,Finland,Helsinki,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,8.39,Micrograms per cubic metre
FIN,Finland,Helsinki,2008,Employment (persons),"780,839.00",Persons
FIN,Finland,Helsinki,2008,Employment of the metropolitan area as a share of national value (%),30.85,Percentage
FIN,Finland,Helsinki,2008,Unemployment (persons),"39,514.00",Persons
FIN,Finland,Helsinki,2008,Unemployment of the metropolitan area as a share of national value (%),22.97,Percentage
FIN,Finland,Helsinki,2008,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.3,Tonnes
FIN,Finland,Helsinki,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),14.69,Percentage
FIN,Finland,Helsinki,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),2.33,Tonnes
FIN,Finland,Helsinki,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),27.55,Percentage
FIN,Finland,Helsinki,2008,Population of the city area (persons),"1,003,386.00",Persons
FIN,Finland,Helsinki,2008,Green area per million people (square meters per million person),80.77,Ratio
FIN,Finland,Helsinki,2008,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2008,Population density of the city area (persons per km2),"1,333.03",Ratio
FIN,Finland,Helsinki,2008,CO2 emissions of the metropolitan area as a share of national value (%),21.17,Percentage
FIN,Finland,Helsinki,2008,Labour productivity,"101,661.35",US Dollar
FIN,Finland,Helsinki,2009,Total population of the metropolitan area (persons),"1,445,332.00",Persons
FIN,Finland,Helsinki,2009,Population density (persons per km2),227.59,Ratio
FIN,Finland,Helsinki,2009,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2009,GDP (millions US$),"74,915.54",US Dollar
FIN,Finland,Helsinki,2009,GDP of the metropolitan area as a share of national value (%),37.56,Percentage
FIN,Finland,Helsinki,2009,GDP per capita (US$),"51,832.75",US Dollar
FIN,Finland,Helsinki,2009,Employment (persons),"766,728.00",Persons
FIN,Finland,Helsinki,2009,Employment of the metropolitan area as a share of national value (%),31.2,Percentage
FIN,Finland,Helsinki,2009,Unemployment (persons),"50,816.00",Persons
FIN,Finland,Helsinki,2009,Unemployment of the metropolitan area as a share of national value (%),23,Percentage
FIN,Finland,Helsinki,2009,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2009,Population of the city area (persons),"1,009,558.00",Persons
FIN,Finland,Helsinki,2009,Green area per million people (square meters per million person),80.2,Ratio
FIN,Finland,Helsinki,2009,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2009,Population density of the city area (persons per km2),"1,341.23",Ratio
FIN,Finland,Helsinki,2009,Labour productivity,"97,708.10",US Dollar
FIN,Finland,Helsinki,2010,Total population of the metropolitan area (persons),"1,455,677.00",Persons
FIN,Finland,Helsinki,2010,Population density (persons per km2),229.21,Ratio
FIN,Finland,Helsinki,2010,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2010,GDP (millions US$),"77,375.68",US Dollar
FIN,Finland,Helsinki,2010,GDP of the metropolitan area as a share of national value (%),37.67,Percentage
FIN,Finland,Helsinki,2010,GDP per capita (US$),"53,154.43",US Dollar
FIN,Finland,Helsinki,2010,Employment (persons),"764,915.00",Persons
FIN,Finland,Helsinki,2010,Employment of the metropolitan area as a share of national value (%),31.25,Percentage
FIN,Finland,Helsinki,2010,Unemployment (persons),"52,702.00",Persons
FIN,Finland,Helsinki,2010,Unemployment of the metropolitan area as a share of national value (%),23.53,Percentage
FIN,Finland,Helsinki,2010,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2010,Population of the city area (persons),"1,015,781.00",Persons
FIN,Finland,Helsinki,2010,Green area per million people (square meters per million person),79.63,Ratio
FIN,Finland,Helsinki,2010,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2010,Population density of the city area (persons per km2),"1,349.50",Ratio
FIN,Finland,Helsinki,2010,Labour productivity,"101,155.92",US Dollar
FIN,Finland,Helsinki,2011,Total population of the metropolitan area (persons),"1,466,120.00",Persons
FIN,Finland,Helsinki,2011,Population density (persons per km2),230.86,Ratio
FIN,Finland,Helsinki,2011,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2011,GDP (millions US$),"77,466.86",US Dollar
FIN,Finland,Helsinki,2011,GDP of the metropolitan area as a share of national value (%),36.77,Percentage
FIN,Finland,Helsinki,2011,GDP per capita (US$),"52,838.01",US Dollar
FIN,Finland,Helsinki,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.85,Micrograms per cubic metre
FIN,Finland,Helsinki,2011,Employment (persons),"776,793.00",Persons
FIN,Finland,Helsinki,2011,Employment of the metropolitan area as a share of national value (%),31.4,Percentage
FIN,Finland,Helsinki,2011,Unemployment (persons),"47,914.00",Persons
FIN,Finland,Helsinki,2011,Unemployment of the metropolitan area as a share of national value (%),22.93,Percentage
FIN,Finland,Helsinki,2011,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2011,Population of the city area (persons),"1,022,053.00",Persons
FIN,Finland,Helsinki,2011,Green area per million people (square meters per million person),79.06,Ratio
FIN,Finland,Helsinki,2011,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2011,Population density of the city area (persons per km2),"1,357.83",Ratio
FIN,Finland,Helsinki,2011,Labour productivity,"99,726.52",US Dollar
FIN,Finland,Helsinki,2012,Total population of the metropolitan area (persons),"1,476,662.00",Persons
FIN,Finland,Helsinki,2012,Population density (persons per km2),232.52,Ratio
FIN,Finland,Helsinki,2012,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2012,GDP (millions US$),"75,980.68",US Dollar
FIN,Finland,Helsinki,2012,GDP of the metropolitan area as a share of national value (%),36.59,Percentage
FIN,Finland,Helsinki,2012,GDP per capita (US$),"51,454.35",US Dollar
FIN,Finland,Helsinki,2012,Employment (persons),"781,588.00",Persons
FIN,Finland,Helsinki,2012,Employment of the metropolitan area as a share of national value (%),31.48,Percentage
FIN,Finland,Helsinki,2012,Unemployment (persons),"52,614.00",Persons
FIN,Finland,Helsinki,2012,Unemployment of the metropolitan area as a share of national value (%),25.42,Percentage
FIN,Finland,Helsinki,2012,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2012,Population of the city area (persons),"1,028,376.00",Persons
FIN,Finland,Helsinki,2012,Green area per million people (square meters per million person),78.5,Ratio
FIN,Finland,Helsinki,2012,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2012,Population density of the city area (persons per km2),"1,366.23",Ratio
FIN,Finland,Helsinki,2012,Labour productivity,"97,213.22",US Dollar
FIN,Finland,Helsinki,2013,Total population of the metropolitan area (persons),"1,487,305.00",Persons
FIN,Finland,Helsinki,2013,Population density (persons per km2),234.2,Ratio
FIN,Finland,Helsinki,2013,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.8,Micrograms per cubic metre
FIN,Finland,Helsinki,2013,Employment (persons),"779,224.00",Persons
FIN,Finland,Helsinki,2013,Employment of the metropolitan area as a share of national value (%),31.72,Percentage
FIN,Finland,Helsinki,2013,Unemployment (persons),"55,943.00",Persons
FIN,Finland,Helsinki,2013,Unemployment of the metropolitan area as a share of national value (%),25.54,Percentage
FIN,Finland,Helsinki,2013,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2013,Population of the city area (persons),"1,034,751.00",Persons
FIN,Finland,Helsinki,2013,Green area per million people (square meters per million person),77.94,Ratio
FIN,Finland,Helsinki,2013,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2013,Population density of the city area (persons per km2),"1,374.70",Ratio
FIN,Finland,Helsinki,2014,Total population of the metropolitan area (persons),"1,498,050.00",Persons
FIN,Finland,Helsinki,2014,Population density (persons per km2),235.89,Ratio
FIN,Finland,Helsinki,2014,Total land area (km2),"6,350.71",Square kilometres
FIN,Finland,Helsinki,2014,Employment (persons),"780,252.00",Persons
FIN,Finland,Helsinki,2014,Employment of the metropolitan area as a share of national value (%),31.9,Percentage
FIN,Finland,Helsinki,2014,Unemployment (persons),"61,342.00",Persons
FIN,Finland,Helsinki,2014,Unemployment of the metropolitan area as a share of national value (%),26.43,Percentage
FIN,Finland,Helsinki,2014,Metropolitan land share of national value (%),2.09,Percentage
FIN,Finland,Helsinki,2014,Population of the city area (persons),"1,041,177.00",Persons
FIN,Finland,Helsinki,2014,Green area per million people (square meters per million person),77.38,Ratio
FIN,Finland,Helsinki,2014,Total land area of the city (km2),752.71,Square kilometres
FIN,Finland,Helsinki,2014,Population density of the city area (persons per km2),"1,383.24",Ratio
PRT,Portugal,Lisbon,2008,Total population of the metropolitan area (persons),"2,758,968.00",Persons
PRT,Portugal,Lisbon,2008,Population density (persons per km2),691.76,Ratio
PRT,Portugal,Lisbon,2008,Total land area (km2),"3,988.31",Square kilometres
PRT,Portugal,Lisbon,2008,GDP (millions US$),"108,412.28",US Dollar
PRT,Portugal,Lisbon,2008,GDP of the metropolitan area as a share of national value (%),37.65,Percentage
PRT,Portugal,Lisbon,2008,GDP per capita (US$),"39,294.50",US Dollar
PRT,Portugal,Lisbon,2008,CO2 emissions per capita  (tonnes per inhabitant),5.1,Tonnes
PRT,Portugal,Lisbon,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.7,Micrograms per cubic metre
PRT,Portugal,Lisbon,2008,Employment (persons),"1,305,857.00",Persons
PRT,Portugal,Lisbon,2008,Employment of the metropolitan area as a share of national value (%),25.52,Percentage
PRT,Portugal,Lisbon,2008,Unemployment (persons),"116,405.00",Persons
PRT,Portugal,Lisbon,2008,Unemployment of the metropolitan area as a share of national value (%),27.85,Percentage
PRT,Portugal,Lisbon,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),19.02,Percentage
PRT,Portugal,Lisbon,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),29.28,Percentage
PRT,Portugal,Lisbon,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.98,Tonnes
PRT,Portugal,Lisbon,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.76,Tonnes
PRT,Portugal,Lisbon,2008,Metropolitan land share of national value (%),4.33,Percentage
PRT,Portugal,Lisbon,2008,Population of the city area (persons),"2,342,890.00",Persons
PRT,Portugal,Lisbon,2008,Green area per million people (square meters per million person),66.52,Ratio
PRT,Portugal,Lisbon,2008,Population density of the city area (persons per km2),"1,815.67",Ratio
PRT,Portugal,Lisbon,2008,Labour productivity,"83,020.02",US Dollar
PRT,Portugal,Lisbon,2008,Total land area of the city (km2),"1,290.37",Square kilometres
PRT,Portugal,Lisbon,2008,CO2 emissions of the metropolitan area as a share of national value (%),28.13,Percentage
PRT,Portugal,Lisbon,2009,Total population of the metropolitan area (persons),"2,777,836.00",Persons
PRT,Portugal,Lisbon,2009,Population density (persons per km2),696.49,Ratio
PRT,Portugal,Lisbon,2009,Total land area (km2),"3,988.31",Square kilometres
