countrycode,country,city,year,subject,value
DNK,Denmark,Copenhagen,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
DNK,Denmark,Copenhagen,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DNK,Denmark,Copenhagen,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DNK,Denmark,Copenhagen,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DNK,Denmark,Copenhagen,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
DNK,Denmark,Copenhagen,2017,Share of students in higher education in the total population (per 1000 persons),-
DNK,Denmark,Copenhagen,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
DNK,Denmark,Copenhagen,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2008,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2008,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2008,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2009,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2009,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2009,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2010,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2010,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2010,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2010,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2011,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2011,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","29,368"
IRL,Ireland,Dublin,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","74,619"
IRL,Ireland,Dublin,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"95,348"
IRL,Ireland,Dublin,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","117,323"
IRL,Ireland,Dublin,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2011,Share of students in higher education in the total population (per 1000 persons),57
IRL,Ireland,Dublin,2011,Proportion of working age population qualified at level 3 or 4 ISCED,31.9
IRL,Ireland,Dublin,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",39.2
IRL,Ireland,Dublin,2012,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2012,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2012,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2012,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2013,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2013,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2013,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2014,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2014,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2014,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2015,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2015,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2015,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2016,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2016,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2016,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
IRL,Ireland,Dublin,2017,Number of children 0-4 in day care or school,-
IRL,Ireland,Dublin,2017,"Share of early leavers from education and training, total -%",-
IRL,Ireland,Dublin,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
IRL,Ireland,Dublin,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
IRL,Ireland,Dublin,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
IRL,Ireland,Dublin,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
IRL,Ireland,Dublin,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
IRL,Ireland,Dublin,2017,Share of students in higher education in the total population (per 1000 persons),-
IRL,Ireland,Dublin,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
IRL,Ireland,Dublin,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FIN,Finland,Helsinki,2008,Number of children 0-4 in day care or school,-
FIN,Finland,Helsinki,2008,"Share of early leavers from education and training, total -%",-
FIN,Finland,Helsinki,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FIN,Finland,Helsinki,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FIN,Finland,Helsinki,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FIN,Finland,Helsinki,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FIN,Finland,Helsinki,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FIN,Finland,Helsinki,2008,Share of students in higher education in the total population (per 1000 persons),-
FIN,Finland,Helsinki,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
FIN,Finland,Helsinki,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FIN,Finland,Helsinki,2009,Number of children 0-4 in day care or school,-
FIN,Finland,Helsinki,2009,"Share of early leavers from education and training, total -%",-
FIN,Finland,Helsinki,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
FIN,Finland,Helsinki,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FIN,Finland,Helsinki,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
FIN,Finland,Helsinki,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
FIN,Finland,Helsinki,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
FIN,Finland,Helsinki,2009,Share of students in higher education in the total population (per 1000 persons),-
FIN,Finland,Helsinki,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
FIN,Finland,Helsinki,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
FIN,Finland,Helsinki,2010,Number of children 0-4 in day care or school,"14,056"
FIN,Finland,Helsinki,2010,"Share of early leavers from education and training, total -%",-
FIN,Finland,Helsinki,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","67,284"
FIN,Finland,Helsinki,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FIN,Finland,Helsinki,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"113,844"
FIN,Finland,Helsinki,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","159,136"
FIN,Finland,Helsinki,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,484.5
FIN,Finland,Helsinki,2010,Share of students in higher education in the total population (per 1000 persons),114
FIN,Finland,Helsinki,2010,Proportion of working age population qualified at level 3 or 4 ISCED,33.2
FIN,Finland,Helsinki,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",46.4
FIN,Finland,Helsinki,2011,Number of children 0-4 in day care or school,"14,764"
FIN,Finland,Helsinki,2011,"Share of early leavers from education and training, total -%",14.1
FIN,Finland,Helsinki,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","67,757"
FIN,Finland,Helsinki,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
FIN,Finland,Helsinki,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"113,761"
FIN,Finland,Helsinki,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","161,672"
FIN,Finland,Helsinki,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,496.2
FIN,Finland,Helsinki,2011,Share of students in higher education in the total population (per 1000 persons),114
FIN,Finland,Helsinki,2011,Proportion of working age population qualified at level 3 or 4 ISCED,33.1
